,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,label
0,-38.89511,-1.5967174,-39.202736,-27.964893,47.383236,-18.641626,10.552533,29.584438,36.097443,39.02072,30.060255,14.659718,6.4922495,8.133584,-2.5394063,-35.710495,-9.779164,-1.7102687,-20.92036,-15.592164,-18.581486,-22.349852,-11.865244,-16.950317,-11.958488,-9.289379,1
1,-8.434093,17.278528,-20.795765,-30.27158,4.73987,4.2499075,-2.183142,26.128967,-7.3052125,25.812662,-6.6037326,5.330675,-6.4485083,-9.997364,-26.706306,-14.710543,-5.0713234,-13.672476,-9.653231,-9.300482,-18.779478,-15.560945,-14.511811,-18.833511,-5.9704375,-13.419981,8
2,14.831579,-6.791765,-7.78492,3.1009338,-9.38578,13.279699,-9.395522,-23.999054,-7.3803396,-10.008611,-19.8428,-20.138796,1.7250364,0.51868594,4.891715,15.238103,-12.577242,-20.910938,-6.140726,-3.1024082,-12.893113,-0.22842278,-16.916788,-9.135851,-12.581352,-16.842522,5
3,-33.980003,5.217473,-40.95668,-30.765802,40.87735,-12.643482,6.9456215,32.139954,23.429958,39.82928,23.587461,16.4025,2.1085083,0.9259447,-4.9694896,-34.722897,-8.952316,-3.3007762,-18.870306,-13.927325,-19.728535,-21.802633,-11.78028,-18.873676,-9.462282,-10.275347,1
4,1.2999712,-0.3355856,5.192849,4.3518043,-0.21689662,-4.903824,-0.1284563,-6.7993445,4.224686,-8.261414,4.9922676,-0.2536457,4.7480583,0.9948664,10.226836,3.9030628,-12.302517,-16.464706,-8.144257,-5.3692255,-10.089384,-6.859475,-11.62632,-11.081472,-15.249871,-17.48068,5
5,-9.881041,-24.934404,4.532668,-9.165143,22.400162,-13.09918,-3.293954,-20.575901,41.93106,-7.8793187,-11.372192,-37.54368,22.655752,29.996368,-7.4797583,25.067278,-12.741168,-16.63023,-15.837597,-12.782813,-10.451873,-4.417232,-21.028456,-0.4529792,-19.316282,-9.571266,7
6,-3.1664245,-3.393619,19.583107,2.1906655,-10.776471,-9.249741,3.5033696,-10.749558,6.3060794,-21.081861,3.9891238,-8.562728,10.619512,4.243528,3.361586,-3.266247,-10.688602,-17.691498,-6.005844,-7.518585,-6.564343,-6.721307,-12.767113,-9.252347,-17.159262,-18.856482,4
7,12.125042,0.09937863,-6.0345883,9.384009,-0.42492634,6.05554,-7.645991,-15.0592785,-5.03632,-5.6131735,-6.054836,-2.1336858,1.1762359,-3.080017,18.421757,14.111687,-14.275681,-18.310492,-7.7152843,-1.8394024,-12.468262,-2.842625,-12.463116,-11.269683,-13.237923,-17.550425,3
8,-17.99461,25.83882,-50.528553,-47.622597,22.194204,9.02873,-13.550447,35.287117,-15.953572,41.995613,-15.542963,6.933794,-5.528385,-19.359327,-19.319714,-20.760132,-6.2342076,-10.480907,-13.496339,-9.50052,-24.699541,-17.497679,-15.694242,-22.407421,-0.042874977,-11.4332695,8
9,0.54254067,7.4716163,13.269758,-5.5299973,-24.958038,1.5962136,7.534135,7.3854523,-16.085949,-8.520333,5.7221513,2.6513448,-6.235589,-7.453966,-16.579708,-18.230303,-5.8592043,-17.928068,-1.7112887,-6.6603107,-9.836091,-10.906416,-11.465199,-15.955406,-12.328283,-20.03979,2
10,-9.719851,-17.107912,12.150002,-5.6227508,12.014471,-14.85822,0.2251333,-16.014086,33.57983,-12.412499,-3.0612745,-25.625431,20.280043,21.626673,-3.7025561,13.305247,-11.904117,-16.36218,-12.924224,-11.617682,-8.506428,-6.064831,-17.727179,-3.4070082,-19.185373,-12.779442,7
11,0.4545563,7.3517027,11.494806,5.7169657,-8.29521,-6.6830273,5.593458,3.6817524,-4.3343425,-8.443448,15.325922,12.558554,-0.62129587,-5.647882,8.196365,-7.3469954,-10.601568,-15.756527,-5.5950747,-4.833165,-9.074858,-9.94041,-8.376744,-14.587216,-14.749737,-19.717506,2
12,-22.05344,15.100414,-21.234076,-36.287018,11.112522,-6.6632,6.963108,33.913788,8.768018,31.731432,10.974302,11.494818,-3.7533677,-6.4286137,-30.537518,-34.097107,-3.642329,-9.023769,-12.115273,-13.435422,-17.884485,-20.971758,-13.16112,-19.87102,-7.7831244,-12.761918,0
13,-25.795574,-3.2239864,-2.410285,-12.124973,19.950855,-22.13271,10.250749,9.698501,30.339169,5.5454717,24.307886,5.0830173,13.300578,8.6786175,3.190598,-23.003733,-10.418456,-8.5286045,-14.326429,-12.961273,-10.473803,-15.784068,-11.291489,-12.207832,-16.62255,-14.39204,1
14,16.595243,0.028986383,-16.464132,9.537635,6.9027743,10.972143,-10.230842,-12.236773,-6.308443,3.8461673,-9.250181,-0.7419729,-2.7968822,-2.794728,17.832184,23.240953,-14.926661,-18.229485,-9.262338,-0.7028611,-15.426066,-2.4557803,-12.948279,-11.75891,-11.773711,-15.691659,5
15,-16.469563,10.941904,-24.36124,-30.770432,14.207744,-1.2023201,2.7121415,28.174713,4.684362,29.641287,2.831707,6.398861,-3.9493718,-3.8930085,-25.141243,-21.659235,-5.489213,-10.68335,-12.274351,-11.5323515,-18.701601,-17.739658,-14.28509,-18.268549,-7.6441474,-12.092383,9
16,-10.600658,23.775257,1.8892035,-7.0718656,0.85874724,-15.71554,11.741376,31.003134,-9.684474,10.797771,43.413307,38.922695,-13.692208,-18.383825,6.8801236,-23.925638,-8.599295,-10.076467,-7.10859,-5.8890343,-12.04068,-19.291143,-2.370599,-22.193775,-11.791813,-20.07421,6
17,10.003477,6.062611,7.2873683,1.510527,-26.371286,9.910799,2.4618392,-1.6176941,-24.067226,-10.074236,-1.5512471,0.5236105,-8.98337,-9.640893,-7.357955,-7.7357,-7.9672046,-19.835064,-0.90627694,-3.4190643,-10.92099,-6.959937,-11.799038,-15.481725,-11.538242,-20.542152,2
18,-10.446902,10.952644,-1.1442708,-33.674736,-11.55726,0.24202612,9.291599,27.622171,2.9120033,19.77925,-2.5125456,-2.343224,-6.367511,-1.5227494,-53.977066,-25.372877,-0.06456741,-14.909926,-6.910553,-13.481572,-15.413966,-17.859606,-16.345043,-17.161106,-8.881578,-13.481312,0
19,-15.925476,21.748514,-31.695208,-40.045525,12.187707,3.9771104,-5.22087,33.83189,-10.193198,32.80714,-8.893312,5.8997517,-5.7451487,-14.002101,-26.554306,-20.619303,-4.829769,-11.835159,-11.304248,-10.352914,-21.022123,-17.630838,-14.940769,-20.660599,-3.4531724,-12.474153,8
20,9.942277,3.375443,6.6252418,7.6398845,-12.662744,3.5053568,-1.426944,-8.543739,-9.640864,-10.412432,-0.1337733,1.3719556,-1.0303105,-4.994937,7.759323,3.9046805,-11.43265,-18.817389,-4.6732044,-2.9572253,-10.3131,-5.237004,-11.322093,-12.691467,-13.714592,-19.31697,2
