,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,label
0,-8.424673,-6.5927553,1.3132834,-8.098576,1.5378702,3.2379339,18.29305,1.8428483,-12.231664,-16.118193,-3.6929905,-7.930814,2.2911994,12.215329,-12.9682045,-9.703668,-8.783166,-0.9589869,-12.639502,-10.208533,-13.305217,-15.034877,-8.74113,-14.654329,-11.153859,-8.385721,1
1,-4.5996833,17.61956,14.573914,4.79739,11.383265,-2.9109998,21.786634,-5.723679,11.007529,-7.485835,-3.1284246,1.5608507,-9.634556,-8.945567,4.5996637,9.357036,-8.177033,-10.853428,-10.135659,-8.619274,-16.21322,-13.503389,-12.0897,-12.490273,-0.44666392,-9.00524,8
2,-9.180239,11.069759,-1.2176653,-12.292641,-0.085996605,-12.674799,-12.090482,5.3003087,-3.4399302,5.2252593,0.91416734,-8.564676,-1.1884384,-6.315324,8.004971,5.4918804,-10.086869,-12.357355,-8.805403,-0.71865773,-10.352772,-6.0901313,-11.080163,-14.174173,-10.621564,-10.452364,5
3,-7.52142,-6.2041655,1.2717568,-7.564608,1.5884247,2.8164527,16.90167,1.2110368,-11.048703,-15.136401,-3.4177349,-7.5549088,1.9455327,11.241428,-11.530678,-8.686599,-8.977785,-1.7200247,-12.469527,-10.044647,-13.059844,-14.576228,-8.876618,-14.312991,-11.0111885,-8.485017,1
4,13.876999,-7.992487,-4.5260825,12.026817,-4.381809,1.1266426,-9.249455,-12.487689,0.28647444,2.7763765,1.536065,7.829086,-5.1492786,6.159111,4.064577,10.315922,-11.034541,-13.631173,-10.211256,-11.23273,-8.788045,-5.5161896,-12.247147,-4.0945644,-11.948504,-11.020732,5
5,14.297152,-4.418418,-4.4434385,14.279756,-3.7410324,-0.23737527,-7.175202,-14.219171,0.08781725,-0.46211895,-1.4544265,10.541184,-7.8315163,9.1108055,2.7308466,12.753503,-10.678472,-13.429615,-10.821735,-11.813216,-10.359716,-6.4582667,-13.390893,-3.1293027,-11.078597,-10.077067,7
6,6.9737372,1.0853608,3.8811584,-7.8579254,0.7459984,2.8245099,-11.179038,8.562472,4.2441854,12.368849,4.2669954,6.6870203,1.4294221,-9.0557165,0.07781742,-6.2410274,-8.724722,-13.620871,-3.0728135,-6.673171,-7.196605,-6.751882,-9.501402,-12.425678,-11.970535,-13.316517,4
7,-8.176933,11.102433,-0.45935053,-10.185495,1.300962,-11.751835,-7.9212832,2.5204709,-1.9931654,-0.058334246,-1.5872985,-8.473176,-1.7898439,-3.5409832,5.9195747,5.886539,-10.076243,-11.335075,-9.873575,-2.1295807,-11.185743,-7.911928,-11.56548,-13.591722,-9.776861,-9.220978,3
8,-3.0722914,13.122235,11.59841,4.4034576,8.8571415,-1.1948022,18.841642,-4.8385987,8.80189,-5.973833,-1.928492,1.8372992,-8.194723,-6.7438903,4.3321285,7.347201,-8.47877,-10.612429,-9.955046,-8.955649,-15.19678,-12.523084,-11.3722105,-12.020374,-2.334487,-9.650115,8
9,6.4511123,-0.7274877,3.089801,-3.1628637,0.67685837,3.499229,-6.3777685,3.93821,3.3757138,6.170769,1.900613,5.3241806,1.1535553,-4.040004,-2.7050264,-4.131228,-8.633232,-11.986499,-5.431965,-8.414308,-8.21275,-8.340403,-10.176609,-11.2974615,-11.480671,-11.89532,2
10,15.11533,-5.0454035,-4.066329,14.443945,-3.4001215,-0.09321565,-7.655438,-15.218965,0.6349403,-1.409672,-1.8828137,10.100341,-7.453899,9.564858,1.6826066,12.887252,-10.776544,-13.32461,-10.996832,-12.091893,-10.070732,-6.8282495,-13.662007,-2.9209726,-11.157741,-9.674325,7
11,9.745733,1.8525107,6.158817,-6.879721,2.4376657,5.028656,-7.951354,8.132783,6.27933,10.6525135,2.9563005,10.200675,0.24689426,-8.390392,-2.463259,-7.493723,-8.352982,-13.356069,-2.4175153,-8.1103945,-7.735439,-8.101676,-9.773254,-12.034841,-11.181886,-13.060355,2
12,-13.331441,12.222128,2.765634,16.671238,-2.1596627,2.6193333,4.805988,10.294041,-1.3500208,2.5339818,-5.9046564,7.7336054,7.5760655,-2.8798652,-19.99033,-3.6254056,-0.024043648,-9.034398,-7.810587,-9.739282,-12.822882,-11.442023,-13.268437,-13.373287,-9.256995,-10.212905,0
13,-2.6474504,-7.305101,0.8805543,-5.442605,1.0540429,3.066002,9.001898,-0.51276886,-6.0387673,-10.834474,-1.9978608,-6.4962564,3.0185907,7.800516,-8.645365,-6.634983,-9.480738,-4.528247,-11.407179,-9.883324,-10.902514,-12.901538,-9.309228,-12.968682,-11.53269,-8.844104,1
14,1.751305,-3.650614,-7.5650287,6.017462,-8.141529,-1.8490051,-9.57962,0.9753131,-6.689782,15.905106,8.039376,6.8535666,-3.6138036,-3.1752455,12.7183695,5.5271907,-9.68179,-14.534661,-7.7885513,-6.54727,-9.552222,-1.1124558,-9.136929,-8.476523,-12.5470085,-15.356704,5
15,-3.9830785,6.8215637,6.9055862,0.7915834,7.6313906,-4.95496,9.788486,-6.3582644,2.7563384,-16.312912,-9.338794,-5.070796,0.5946065,2.4551766,-9.930134,1.2517594,-8.0787735,-6.7855844,-12.241849,-9.313547,-12.845916,-15.495571,-13.556955,-12.427769,-6.9608474,-5.3885827,9
16,-0.25403422,-8.329384,-4.301358,-9.972999,-3.9296937,14.623211,13.725035,10.378346,2.866141,0.40984616,9.155467,-4.220335,-1.5083221,1.5140727,15.299511,-9.192547,-11.832608,-8.104002,-8.017273,-8.461752,-11.240101,-7.904862,-1.8137681,-13.856502,-10.545777,-15.307799,6
17,6.6575265,0.68258315,-1.5269514,-0.60942936,-4.2103806,2.9313595,-9.119625,8.050332,-0.65682065,17.359324,6.844578,13.086772,-3.4730651,-6.5740356,7.320024,-1.8375385,-8.646909,-14.891889,-3.556693,-7.1364346,-9.129059,-3.3443108,-8.744722,-10.120961,-12.017124,-15.743093,2
18,-5.593451,1.6805315,2.6839802,6.95968,-0.05039314,1.3930849,-0.946851,3.0069113,-0.42944208,-2.0649161,-4.270198,-0.5819006,8.478789,-0.6290214,-16.368893,-4.1510997,-4.588797,-8.392147,-9.106561,-9.494554,-9.584291,-11.738808,-12.616448,-12.681668,-11.131456,-8.765373,0
19,-3.6241755,13.551311,11.586487,5.9544144,9.078372,-1.932508,17.623283,-5.532457,8.889366,-7.7929087,-3.8783395,1.3461851,-6.5856404,-5.865614,0.8234096,7.228741,-7.824496,-10.252094,-10.3702755,-9.249954,-14.991455,-13.30596,-12.282779,-11.935305,-2.5975637,-8.674093,8
20,10.582274,6.263903,7.8463407,-6.556192,3.0538166,6.230327,-5.6217537,11.554063,7.012343,12.951505,2.4414563,16.385376,-2.2095098,-9.478194,-3.121092,-8.632184,-7.29865,-13.963201,-0.6169443,-8.418753,-8.996028,-8.216967,-9.793561,-12.147606,-10.299845,-13.952153,2
21,16.161337,-3.215321,-3.557199,16.373676,-2.5418527,-1.2365961,-7.687242,-17.53496,1.8062611,-4.1844115,-4.2262406,10.9403925,-8.283945,11.016737,0.08892278,14.813541,-10.625839,-13.393452,-11.555161,-12.584039,-10.524464,-7.6944556,-14.788116,-2.1278455,-10.630689,-8.570111,7
22,10.31249,-2.653482,0.38819897,-0.9803272,-1.5180414,7.9805856,-2.6256838,3.9092994,4.3193264,6.401459,3.4782758,9.6672325,-2.6403315,-0.7351282,2.7288277,-3.4964027,-9.486968,-12.395469,-5.2488737,-9.833258,-9.264667,-7.4037952,-8.551437,-9.654311,-11.297989,-13.355922,0
23,11.968096,-12.82155,3.6534047,-2.6880338,1.3780034,2.3788216,-20.416422,-4.5074058,7.647006,5.753829,3.2920074,-5.11309,10.693762,-7.3171487,-6.7636037,-4.0708003,-10.330475,-12.912432,-6.7573047,-8.704545,-1.9414183,-8.112916,-11.60578,-10.433054,-14.321534,-9.680979,4
24,-6.662354,-6.2523756,0.60526353,-7.365388,1.2260664,1.9081709,15.177836,0.41834825,-10.96049,-14.118701,-3.0207555,-7.2278514,1.2963275,10.868201,-9.658949,-7.495899,-9.365063,-2.3885422,-12.45258,-9.756328,-12.869552,-13.864143,-8.97798,-13.856619,-11.114706,-8.6467495,1
25,17.861578,-4.78136,-5.020841,17.984383,-4.373375,0.36316335,-7.8136854,-17.705296,0.71557355,-1.4013118,-2.231145,13.4507265,-10.243715,11.983679,2.7797592,16.192099,-10.9684305,-14.06029,-11.283716,-12.961907,-10.671729,-6.2934346,-14.197781,-1.0831754,-10.935486,-9.788093,7
26,17.630428,-4.2612534,-4.6158147,17.43071,-3.775802,-0.17378302,-8.0368185,-17.731304,1.0879731,-2.5141528,-3.102844,12.839729,-9.635233,11.967992,1.6444327,15.700014,-10.866152,-13.837609,-11.351714,-12.898335,-10.603866,-6.81207,-14.470081,-1.3306711,-10.912359,-9.306154,7
27,9.956957,-13.825012,3.0486522,-2.9677804,1.4363241,0.83945805,-20.879395,-5.990049,7.2812653,3.7406342,2.9222958,-9.267393,12.332183,-7.096477,-6.74396,-3.298323,-10.640831,-12.373048,-7.964897,-8.235474,-1.5946337,-8.3944,-11.764084,-10.799444,-14.4570055,-8.900178,4
